"user","viz","accuracy","difficulty"
"pbchkZEmGwsfjhJMe","map",0.25,"hard"
"pn5HHxd2JYRfeeTq2","map",0.5,"hard"
"4LNR8zsfngckTHwgs","dots",0.5,"hard"
"4Z4hJFxsL4vtRWGqv","dots",0.25,"hard"
"4b8y692Tb8BxsK8Lm","dots",0,"hard"
"4bHzrqd3Kx4nAQDTg","dots",0.75,"hard"
"4cekzyN5zuwojmnci","dots",0.25,"hard"
"5qxdMLFYgbsEGJ9tD","dots",0.25,"hard"
"75QZK5nw8m4DfumgR","dots",0.5,"hard"
"77KtRQutp99JMKJwD","dots",0.25,"hard"
"7GXgCz7Go95qTbRce","dots",0.5,"hard"
"BnbtFpPvRuYfAdpYN","dots",0.25,"hard"
"CA5xS7Nq56pMioKzB","dots",0.25,"hard"
"EEmWu4X3YQuDbErED","dots",0.5,"hard"
"Gt2GxvdyBNaPGqcmE","dots",0.5,"hard"
"HjdLX33xpiCLh75mZ","dots",0.5,"hard"
"J4bRPSnhTfc7sQA2Y","dots",0,"hard"
"JHcaqTgSWv8ht7Zch","dots",0.75,"hard"
"JXd3L2ZAaKk93vqf5","dots",0.25,"hard"
"KTpX2Ch4kDTYCpREs","dots",0,"hard"
"Lf34EiiyFH9v4earA","dots",0.5,"hard"
"P5CXiwPHSyYMAnZ9q","dots",0.5,"hard"
"PPTDwWFB3x89cfJ62","dots",0.25,"hard"
"PYZKwDh6EPsmXCwBH","dots",0.25,"hard"
"Q7tqY7v3qTCTZpPov","dots",0.5,"hard"
"QC5CAtSGLrMGWoddJ","dots",0.25,"hard"
"QmYRG24m67s3RZ2hA","dots",0.5,"hard"
"QzcrKqfgWMxPHbBGu","dots",0.25,"hard"
"RsBSQPq8gPAy9GRyY","dots",0,"hard"
"RynsssJY5QArKkYwL","dots",0.25,"hard"
"T3Awsz2mJfufhe2To","dots",0.5,"hard"
"TvjgdQiSWYAmJvKcK","dots",0.25,"hard"
"XPArDBGapfrz4N45c","dots",0.25,"hard"
"Y3CgSbxKHxqyGsgCd","dots",0.25,"hard"
"YNDbrrFTtu6a9mksv","dots",0.25,"hard"
"aPayCz3H3CxXSvQ88","dots",0.5,"hard"
"bZ48dWnRzW4x8Z27C","dots",0.5,"hard"
"bdoFcNS8GmtufccH3","dots",0,"hard"
"becdkK7sXapRRALWn","dots",0.5,"hard"
"dNFwJXrFfoWxjrLD8","dots",0.25,"hard"
"do6WBMEkF4c69LoCY","dots",0.75,"hard"
"dxzbcACHmXmH32crW","dots",0,"hard"
"eWfxHMR4f2ZwbivAc","dots",0.25,"hard"
"es47YwR3cjiG8zN5Q","dots",0.25,"hard"
"fit2d2FdLfjtTFFXi","dots",0.25,"hard"
"jFLTvdMXkduoZ5FWq","dots",0.25,"hard"
"k4WaCsMwLW5HgfsWH","dots",0.75,"hard"
"k7CaR8sHMRoGWRE8s","dots",0.25,"hard"
"kLKvgkXFiMTsyG6x9","dots",0.5,"hard"
"kbpbErs3ntivuaXo5","dots",0.25,"hard"
"n2PHs2jYdgzP984df","dots",0.5,"hard"
"oB78DWRH65xKAh7iX","dots",0,"hard"
"onfiXnMn5crvkJhmp","dots",0,"hard"
"orznAgq52iPAZW2Gj","dots",0.25,"hard"
"pTWdiRycrFuEM7Msx","dots",0.5,"hard"
"q4BeJcAgJScQrDshx","dots",0.5,"hard"
"qPeYLf7hGCaX9PccK","dots",0.5,"hard"
"qmmwXtpiAC6Cv7PEB","dots",0.25,"hard"
"qu7BoNB8B2jM96Tce","dots",0,"hard"
"r2Zi8nWky4RAJxPvf","dots",0.5,"hard"
"rJN3dky3R9Gx7AMG4","dots",0.25,"hard"
